result,Draw_odd,odd_dif,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,points_dif,Elo_ranking_dif,Elo_rating_dif,goal_balance_dif,goal_dif_predicted
win,3.36,-4.33,8.439999999999998,8.420000000000002,8.710000000000008,9.14,-21.0,85.0,-25,200,1.4843447994540788,0.980532268951185
draw,2.97,-1.5900000000000003,0.5,1.1700000000000017,0.12000000000000455,0.6200000000000045,-1.0,4.0,-3,65,1.0465060598660172,0.1264063351962229
draw,3.54,-3.8,4.909999999999997,5.969999999999999,5.3599999999999985,5.6599999999999975,-15.0,211.0,-30,238,0.5582467120257502,1.1746517993500398
draw,5.45,-9.81,7.849999999999994,9.909999999999997,6.9099999999999975,8.240000000000009,-44.0,234.0,-30,301,1.1292258282623393,1.1746517993500398
win,5.5,-13.87,21.44,16.5,22.56,24.06,-41.0,149.0,-65,408,0.8698411133335211,2.533488512142025
draw,4.04,-5.37,8.049999999999997,9.5,7.8900000000000015,8.560000000000002,-5.0,113.0,-17,156,1.412732248255478,0.6699410203130169
win,3.74,-4.4300000000000015,8.590000000000002,8.349999999999994,7.939999999999998,8.290000000000006,-8.0,132.0,-19,169,1.7743611116144504,0.7475888324725589
lose,4.74,8.04,-9.459999999999994,-10.420000000000002,-9.579999999999998,-10.42999999999999,53.0,-369.0,37,-353,-1.1393752674368849,-1.4265499079946171
win,5.96,-14.9,17.28,14.28,18.56,15.72,-13.0,122.0,-61,429,1.0042082001128456,2.378192887822941
win,3.09,-0.94,0.75,-1.4599999999999935,1.5100000000000051,2.25,5.0,-165.0,-11,179,-0.4766908250415894,0.4369975838343909
win,7.16,-9.66,11.11,11.72,11.450000000000005,12.439999999999998,-29.0,420.0,-33,359,-0.5701151121605668,1.291123517589353
win,3.12,-0.4700000000000002,3.1700000000000017,3.390000000000001,3.450000000000003,3.0,4.0,-142.0,-1,59,0.19681526758626872,0.04875852303668092
win,3.08,-2.1,5.159999999999997,4.780000000000001,5.810000000000002,7.099999999999994,-8.0,135.0,-8,169,-0.4052189460263815,0.3205258655950779
draw,2.98,-0.7899999999999996,0.8400000000000034,-0.21999999999999886,1.0,0.6599999999999966,10.0,-258.0,6,-63,-1.0897926934499391,-0.22300881952171608
lose,3.12,0.1299999999999999,-0.5499999999999972,0.8400000000000034,-0.5499999999999972,0.5,18.0,-425.0,5,-168,-0.7556677450424218,-0.18418491344194507
win,3.0,-0.14000000000000012,-0.5499999999999972,0.8400000000000034,-0.5499999999999972,0.5,21.0,-479.0,1,-29,-0.7396429058627239,-0.02888928912286108
win,5.87,-10.58,14.78,15.28,12.560000000000002,14.22,-22.0,201.0,-62,414,0.06655574446236634,2.417016793902712
win,4.86,-6.73,12.61,11.78,11.39,12.39,-11.0,107.0,-23,243,0.8227265461735646,0.9028844567916429
lose,3.54,0.3300000000000001,0.6299999999999955,1.0400000000000065,0.9099999999999966,0.06999999999999318,4.0,-255.0,4,-112,-0.5204154022799967,-0.14536100736217408
lose,3.12,-1.7400000000000002,6.3400000000000025,6.0,6.3900000000000015,6.719999999999999,-10.0,170.0,6,-44,-0.5239785419680646,-0.22300881952171608
win,4.61,-7.2200000000000015,5.780000000000001,4.780000000000001,11.060000000000002,6.719999999999999,-17.0,192.0,-35,288,-0.16040637585204687,1.3687713297488948
win,3.89,-4.949999999999998,11.680000000000007,10.180000000000009,11.86,12.22,-2.0,55.0,-14,239,0.5095823400687326,0.5534693020737039
lose,3.08,-2.08,1.3400000000000034,0.9500000000000028,1.1200000000000043,1.2800000000000011,18.0,-351.0,-4,79,-0.14215192764866624,0.16523024127599392
win,3.75,-7.61,8.75,10.099999999999994,8.969999999999997,7.900000000000006,-6.0,58.0,-17,208,0.6021360474592976,0.6699410203130169
win,4.82,-9.94,10.400000000000006,11.040000000000004,11.150000000000004,11.010000000000005,9.0,-112.0,-40,328,-0.04329097453225178,1.5628908601477498
draw,3.5,-5.5600000000000005,11.78,11.379999999999995,12.36,12.920000000000002,-24.0,88.0,-44,394,-0.7541190102414592,1.718186484466834
draw,3.25,-3.75,6.3400000000000025,8.400000000000006,6.75,5.280000000000001,-30.0,113.0,-13,215,0.636190190361859,0.5146453959939329
draw,2.92,-4.02,6.3400000000000025,8.400000000000006,6.75,5.280000000000001,13.0,-182.0,-12,152,0.6043184401912385,0.47582148991416195
draw,3.84,-4.62,6.3400000000000025,8.400000000000006,6.75,5.280000000000001,-14.0,162.0,-9,181,0.5882522446825127,0.35934977167484894
win,5.57,-8.879999999999997,6.829999999999997,5.439999999999998,5.1099999999999985,5.219999999999999,-24.0,526.0,-41,460,0.7219277808346952,1.6017147662275208
win,3.28,-1.0700000000000005,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,-1.0,67.0,-1,84,0.2480076582779396,0.04875852303668092
draw,3.0,-0.3400000000000003,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,12.0,-65.0,1,-2,0.21906303350109746,-0.02888928912286108
win,3.9,-5.72,11.659999999999995,10.879999999999995,12.0,11.939999999999998,-15.0,316.0,-18,291,0.09877652588650032,0.7087649263927879
win,4.94,-10.1,10.829999999999998,9.439999999999998,10.11,7.219999999999999,-5.0,7.0,-44,344,0.2311244055836785,1.718186484466834
win,3.03,0.28000000000000025,1.3900000000000006,-1.0600000000000025,1.5499999999999972,0.1599999999999966,-3.0,97.0,-2,143,-0.3219911607124413,0.08758242911645192
lose,3.35,-0.1299999999999999,0.5499999999999972,-0.8400000000000034,0.5499999999999972,-0.5,11.0,-145.0,7,-152,0.6891986841685029,-0.26183272560148707
draw,5.61,-7.82,7.829999999999997,2.9399999999999977,8.61,7.719999999999999,-22.0,467.0,-39,451,0.456215179105997,1.524066954067979
win,5.16,-8.459999999999999,8.709999999999994,7.319999999999991,8.989999999999995,6.099999999999994,-11.0,381.0,-16,227,1.2398326872610532,0.6311171142332459
draw,9.83,-19.17,12.649999999999993,12.03,13.170000000000002,12.039999999999992,-27.0,150.0,-31,237,0.5218929740056499,1.2134757054298109
lose,2.88,-0.8300000000000001,1.1799999999999926,0.20000000000000284,1.4599999999999935,-0.4300000000000068,4.0,-34.0,3,-43,0.2462178646753691,-0.10653710128240308
lose,3.36,-2.68,1.1799999999999926,0.20000000000000284,1.4599999999999935,-0.4300000000000068,-6.0,263.0,-5,141,0.30558843801287616,0.2040541473557649
draw,3.02,-1.58,1.1799999999999926,0.20000000000000284,1.4599999999999935,-0.4300000000000068,-11.0,356.0,-4,95,0.3477749598994234,0.16523024127599392
lose,4.5,-5.99,6.8900000000000015,5.159999999999997,6.939999999999998,6.219999999999999,-15.0,570.0,-13,151,0.3137997787610619,0.5146453959939329
win,3.8,-5.300000000000002,8.049999999999997,4.549999999999997,9.72,8.89,-17.0,443.0,-25,215,0.7173300389261996,0.980532268951185
draw,4.04,-4.61,8.049999999999997,4.549999999999997,9.72,8.89,-30.0,578.0,-15,187,0.7225084915347955,0.5922932081534749
win,3.53,-1.66,1.8900000000000008,0.10999999999999943,1.6700000000000017,0.7800000000000011,-3.0,146.0,-9,224,0.6311567421766978,0.35934977167484894
win,3.3,-2.44,1.8900000000000008,0.10999999999999943,1.6700000000000017,0.7800000000000011,6.0,-46.0,-4,82,0.6874588695905701,0.16523024127599392
win,3.3,-1.61,1.8900000000000008,0.10999999999999943,1.6700000000000017,0.7800000000000011,-4.0,245.0,-7,149,0.6273400388151441,0.28170195951530697
win,3.42,-1.2200000000000002,1.8900000000000008,0.10999999999999943,1.6700000000000017,0.7800000000000011,8.0,-52.0,1,-10,0.5300870644427311,-0.02888928912286108
lose,3.73,-4.1,6.1599999999999975,3.769999999999996,5.780000000000001,6.8900000000000015,-13.0,257.0,-23,324,0.4869444004861969,0.9028844567916429
win,4.23,-9.67,10.829999999999998,14.439999999999998,8.11,3.219999999999999,-22.0,487.0,-27,285,0.9443704771153786,1.058180081110727
lose,3.32,0.16999999999999993,-0.7800000000000011,-0.6200000000000045,-1.3299999999999983,-1.6099999999999994,5.0,-454.0,3,-49,0.0501744615513966,-0.10653710128240308
lose,3.16,0.7799999999999998,-0.7800000000000011,-0.6200000000000045,-1.3299999999999983,-1.6099999999999994,1.0,-44.0,6,-134,0.059117168411771726,-0.22300881952171608
win,4.63,-6.18,8.069999999999991,4.969999999999999,8.349999999999994,7.039999999999992,-17.0,602.0,-8,87,0.3708504098360656,0.3205258655950779
win,3.46,-4.0,8.069999999999991,4.969999999999999,8.349999999999994,7.039999999999992,2.0,-24.0,-8,107,0.2879103934208553,0.3205258655950779
win,4.24,-6.29,6.560000000000002,4.840000000000003,6.1099999999999985,6.549999999999998,-11.0,381.0,-9,136,1.2337445867215004,0.35934977167484894
win,4.31,-5.84,8.829999999999998,7.769999999999996,9.28,11.72,-25.0,505.0,-22,269,0.6518760978613208,0.8640605507118719
draw,3.14,-0.9300000000000002,3.8299999999999983,7.939999999999998,3.390000000000001,4.219999999999999,13.0,-34.0,6,-34,-0.3614166078095046,-0.22300881952171608
lose,4.23,6.09,-7.829999999999997,-2.9399999999999977,-8.61,-7.719999999999999,28.0,-350.0,24,-325,-0.4601931336960049,-0.9218391289575941
lose,3.4,-0.5500000000000003,1.6099999999999994,5.5,0.8299999999999983,1.0,10.0,-168.0,21,-130,0.5899965766823161,-0.8053674107182811
win,3.25,-0.5499999999999998,1.6099999999999994,5.5,0.8299999999999983,1.0,42.0,-159.0,9,-20,0.735640770252324,-0.33948053776102904
lose,4.09,5.6099999999999985,-7.4099999999999975,-9.61999999999999,-6.929999999999992,-4.349999999999993,5.0,-52.0,21,-242,-1.0249275427950368,-0.8053674107182811
lose,3.18,1.0700000000000005,-1.009999999999991,0.3200000000000074,-0.3499999999999943,0.8500000000000085,-19.0,215.0,-5,50,-0.8361781766097698,0.2040541473557649
win,3.57,2.01,-0.8799999999999955,-2.4799999999999898,-1.6799999999999926,1.3200000000000074,-5.0,143.0,8,-18,-0.7884944543338354,-0.3006566316812581
